id,cliente_id,endereco_id,data_pedido,status
56975,94008,319,2024-06-02,cancelado
23081,8698,1116,2024-06-18,concluído
74314,80628,1937,2024-05-25,concluído
33177,63067,661,2024-06-27,cancelado
65185,54102,987,2024-05-17,cancelado
66028,70432,393,2024-08-19,concluído
57387,12654,45,2024-06-08,concluído
8218,13009,895,2024-07-12,concluído
11116,34397,1161,2024-09-09,pendente
84251,4435,861,2024-02-11,concluído
70442,39114,1692,2024-04-21,concluído
48964,74907,1894,2024-10-15,pendente
72771,10217,1015,2024-06-23,pendente
49097,70128,1417,2024-08-08,concluído
17944,17929,1320,2024-02-03,pendente
71880,67828,929,2024-01-11,cancelado
58910,79078,1956,2024-10-11,concluído
70245,90,1295,2024-09-15,pendente
69301,57159,1427,2024-05-02,pendente
45354,37087,1795,2024-06-11,concluído
6000,93185,655,2024-10-13,cancelado
31269,44978,69,2024-07-19,pendente
91773,62371,164,2024-04-18,concluído
22371,70432,392,2024-09-01,concluído
48866,76903,1381,2024-06-15,cancelado
64326,41506,1301,2024-03-25,cancelado
36578,11362,273,2024-01-04,pendente
49601,80187,1914,2024-04-15,concluído
12540,90314,80,2024-09-20,cancelado
60114,1546,449,2024-03-05,concluído
62878,62614,1393,2024-04-25,cancelado
58589,51406,1077,2024-08-12,concluído
73027,71560,1126,2024-02-22,cancelado
5574,80312,526,2024-05-04,pendente
73993,75294,1578,2024-09-04,concluído
20482,95743,459,2024-03-09,concluído
22476,58523,425,2024-06-25,pendente
42275,16399,1789,2024-09-13,pendente
69194,92103,1916,2024-08-10,concluído
55391,66943,1018,2024-07-06,concluído
2690,76499,1257,2024-08-27,pendente
63751,80045,652,2024-04-09,cancelado
12371,27654,1635,2024-06-02,concluído
11884,23836,1762,2024-07-03,pendente
18397,2369,563,2024-01-04,concluído
55321,63781,1239,2024-04-27,cancelado
83740,68479,453,2024-06-20,concluído
68423,1154,1913,2024-09-22,pendente
56772,83605,973,2024-03-19,cancelado
27187,18081,635,2024-01-27,cancelado
3276,60219,731,2024-09-15,cancelado
92130,29871,92,2024-05-05,concluído
36562,14070,128,2024-07-04,concluído
11966,90782,1353,2024-01-23,pendente
64757,93205,510,2024-08-02,cancelado
27537,18573,1647,2024-02-20,cancelado
97979,63983,1739,2024-02-21,pendente
41225,24602,1786,2024-07-05,concluído
8553,30942,302,2024-06-11,pendente
47810,25789,1253,2024-06-15,pendente
21281,87524,1203,2024-07-04,concluído
85115,74813,1095,2024-03-10,concluído
45153,64966,1857,2024-03-17,concluído
331,19699,784,2024-08-05,pendente
61104,48183,251,2024-06-29,concluído
20889,15795,24,2024-07-04,cancelado
14353,35495,317,2024-09-08,pendente
23279,99241,991,2024-04-27,pendente
80798,90185,99,2024-04-18,cancelado
62089,59555,754,2024-05-17,pendente
9973,80616,685,2024-08-30,pendente
13196,41412,1350,2024-03-21,pendente
53142,98768,969,2024-04-29,pendente
36757,94896,1308,2024-10-07,pendente
19226,53969,675,2024-01-28,cancelado
12834,73924,1804,2024-01-07,cancelado
84004,44869,1415,2024-06-04,concluído
96152,98723,1592,2024-08-23,pendente
62318,57952,1698,2024-09-05,pendente
51975,28675,1826,2024-03-02,cancelado
84074,80312,526,2024-04-25,cancelado
75729,44928,137,2024-04-21,cancelado
93984,50833,1026,2024-04-29,concluído
57774,59562,1593,2024-09-26,concluído
90032,40376,1479,2024-08-14,cancelado
8499,11975,1927,2024-08-29,cancelado
67917,81005,254,2024-01-18,cancelado
79699,70166,1059,2024-03-02,cancelado
17108,76906,1055,2024-05-08,concluído
29009,32733,874,2024-02-07,concluído
60306,44637,1281,2024-01-05,cancelado
59956,21895,1155,2024-04-17,concluído
66735,28675,1826,2024-06-28,pendente
42009,97957,1951,2024-02-21,concluído
73186,72037,1528,2024-06-29,concluído
97503,50103,258,2024-06-19,pendente
10146,76921,1473,2024-07-31,concluído
76480,44221,160,2024-09-24,cancelado
96944,21984,1696,2024-04-14,pendente
89204,21387,422,2024-09-14,pendente
98641,48183,252,2024-09-27,pendente
6750,57159,1427,2024-07-04,cancelado
79903,91357,1118,2024-09-17,cancelado
63725,96735,1357,2024-04-29,cancelado
69361,70864,1968,2024-01-17,cancelado
95078,35217,705,2024-09-27,cancelado
30364,89933,800,2024-03-09,concluído
49541,76843,224,2024-05-29,cancelado
92465,98297,614,2024-05-13,cancelado
24861,79394,1557,2024-06-06,concluído
186,57182,1034,2024-04-26,pendente
70204,86612,1130,2024-02-25,concluído
7052,77818,1865,2024-08-07,pendente
84494,86668,919,2024-09-19,cancelado
6731,28480,166,2024-10-10,concluído
91674,59965,303,2024-09-30,pendente
4425,43261,190,2024-06-11,cancelado
26461,53066,198,2024-07-13,pendente
6432,58626,998,2024-04-13,pendente
58110,50103,258,2024-01-18,pendente
51610,77818,1865,2024-09-12,pendente
16135,16263,1790,2024-01-21,pendente
37493,96282,927,2024-07-10,pendente
27449,60610,354,2024-06-14,cancelado
67271,16399,1789,2024-08-01,concluído
76436,548,314,2024-07-12,pendente
62658,23183,1227,2024-09-06,concluído
38169,90900,1552,2024-01-04,pendente
10358,64901,1543,2024-05-12,cancelado
17434,34397,1161,2024-05-08,pendente
67889,23697,201,2024-01-24,concluído
16171,89672,775,2024-09-24,cancelado
25276,77304,1024,2024-03-27,cancelado
35376,77304,1024,2024-09-21,cancelado
5454,71605,107,2024-07-16,concluído
81655,89635,708,2024-07-30,pendente
4568,72037,1529,2024-07-19,concluído
50795,14350,1871,2024-10-15,cancelado
92282,49748,363,2024-02-02,pendente
49553,85923,146,2024-03-28,pendente
53549,221,934,2024-01-03,concluído
53652,96282,927,2024-05-04,concluído
3870,73009,573,2024-06-07,cancelado
98072,47869,672,2024-09-24,pendente
23827,32794,140,2024-10-04,concluído
8893,48163,22,2024-05-25,cancelado
44608,27185,848,2024-04-15,concluído
43017,38222,355,2024-09-07,concluído
40953,52489,871,2024-04-09,cancelado
37667,63443,1275,2024-03-15,pendente
32452,4513,1291,2024-03-30,concluído
85741,24149,1202,2024-07-08,cancelado
86766,6464,836,2024-06-18,cancelado
93578,50882,1426,2024-10-12,concluído
40672,88968,1935,2024-06-02,cancelado
25621,58523,425,2024-03-02,cancelado
36009,93587,966,2024-03-18,pendente
57816,22052,1193,2024-07-07,cancelado
93643,25252,1880,2024-01-11,pendente
31839,25035,1265,2024-01-31,pendente
80089,48224,1954,2024-03-29,cancelado
27412,69243,833,2024-03-05,pendente
7955,37718,711,2024-05-05,cancelado
2784,81666,1158,2024-07-29,pendente
48148,79056,1373,2024-09-20,pendente
83572,63983,1740,2024-09-08,concluído
36543,15810,560,2024-09-06,pendente
25392,34289,475,2024-05-15,concluído
58972,82469,1825,2024-05-11,pendente
22456,96644,1444,2024-03-29,pendente
44767,74708,1855,2024-10-17,cancelado
10703,40167,601,2024-02-25,cancelado
58274,73089,824,2024-08-23,pendente
18300,64389,1268,2024-06-11,pendente
18581,16404,569,2024-02-05,concluído
30621,54206,602,2024-02-10,cancelado
22014,51360,1057,2024-10-03,pendente
1960,45280,1384,2024-04-21,concluído
77371,4513,1290,2024-10-16,cancelado
85239,52489,871,2024-01-03,pendente
81288,8276,692,2024-01-07,pendente
58618,91032,115,2024-05-05,cancelado
46516,18577,15,2024-02-10,concluído
58001,16417,369,2024-04-24,concluído
67429,96963,424,2024-02-23,pendente
89651,67828,929,2024-06-21,cancelado
25997,51186,687,2024-07-20,concluído
96436,28481,923,2024-02-04,pendente
96099,11264,1465,2024-04-15,pendente
74651,31621,1604,2024-10-02,pendente
40190,16315,1069,2024-05-21,pendente
86753,94008,319,2024-08-14,pendente
62365,41072,326,2024-09-28,cancelado
76940,88388,320,2024-01-16,concluído
86633,49653,722,2024-04-18,cancelado
29897,11542,1168,2024-02-12,pendente
62395,69102,1511,2024-07-11,concluído
17563,41105,151,2024-05-29,pendente
81120,83982,145,2024-04-13,concluído
93390,24752,1098,2024-01-24,cancelado
86591,50659,571,2024-01-27,cancelado
72678,91369,11,2024-02-19,cancelado
46534,31904,442,2024-04-30,cancelado
5017,88617,327,2024-07-30,pendente
42264,65091,902,2024-01-22,concluído
46544,86189,409,2024-09-04,cancelado
33527,47129,1618,2024-05-02,concluído
62144,27810,17,2024-07-10,cancelado
2135,67520,943,2024-01-03,concluído
78761,97957,1953,2024-03-04,concluído
80039,221,934,2024-10-09,cancelado
10618,22056,1446,2024-04-21,concluído
26350,23966,849,2024-10-11,concluído
5256,60610,354,2024-04-13,cancelado
14730,90037,1383,2024-08-16,cancelado
83937,29287,457,2024-06-21,concluído
28951,86189,410,2024-02-05,pendente
77008,44928,137,2024-01-01,concluído
65155,14862,334,2024-10-10,cancelado
47883,26448,663,2024-03-04,concluído
34962,22056,1446,2024-04-16,cancelado
34308,82399,1575,2024-06-08,concluído
64600,88631,236,2024-10-12,cancelado
40951,80225,587,2024-03-19,pendente
23191,66022,87,2024-04-30,cancelado
12748,70689,656,2024-09-24,concluído
13335,86808,18,2024-09-23,cancelado
54738,82474,400,2024-09-28,concluído
79521,56861,768,2024-02-17,cancelado
71105,34291,957,2024-10-06,cancelado
63003,90026,1348,2024-04-03,cancelado
99932,51267,1896,2024-06-22,concluído
28901,82954,250,2024-01-22,cancelado
85852,5892,61,2024-01-29,pendente
79646,61113,804,2024-02-12,cancelado
71914,73301,185,2024-01-14,concluído
33585,11400,648,2024-10-11,concluído
32255,69965,461,2024-02-04,concluído
17268,29025,1837,2024-06-16,pendente
36996,74702,1589,2024-08-22,pendente
50003,51115,528,2024-04-30,pendente
1700,75297,792,2024-10-06,pendente
80542,33163,267,2024-03-04,cancelado
74183,58129,1748,2024-04-30,pendente
75788,74718,588,2024-01-07,concluído
80166,27810,17,2024-09-01,concluído
39564,93185,653,2024-08-10,cancelado
90875,80262,1251,2024-04-24,cancelado
46371,66616,1912,2024-09-15,concluído
66683,60834,543,2024-03-19,cancelado
64259,40167,601,2024-02-13,concluído
61449,64285,555,2024-09-26,cancelado
402,59728,1162,2024-07-26,cancelado
9941,54102,986,2024-02-23,concluído
56233,94896,1308,2024-01-11,cancelado
72716,36217,305,2024-06-19,cancelado
34659,1141,1653,2024-01-04,pendente
49286,76903,1381,2024-02-15,concluído
10833,83221,390,2024-10-08,cancelado
83270,81666,1158,2024-02-03,pendente
6798,15692,48,2024-02-24,cancelado
66957,6709,1660,2024-07-17,concluído
5012,61925,1382,2024-06-30,pendente
61044,63022,1369,2024-06-22,concluído
22920,45829,1424,2024-08-02,pendente
95747,3546,502,2024-05-21,pendente
4687,68311,1172,2024-02-27,cancelado
42378,45476,1132,2024-08-03,concluído
80510,56198,78,2024-10-03,concluído
45442,48725,1899,2024-03-26,cancelado
85357,46822,158,2024-03-18,pendente
71036,1890,131,2024-07-30,pendente
80691,39637,214,2024-02-05,concluído
93431,17651,1679,2024-01-18,concluído
59214,14545,1777,2024-09-27,pendente
99252,8698,1117,2024-09-02,cancelado
45823,98768,969,2024-02-12,concluído
10832,45668,1463,2024-04-22,concluído
50289,77501,1641,2024-01-17,pendente
63680,82954,250,2024-07-28,cancelado
14171,71935,797,2024-08-05,cancelado
11246,94673,90,2024-10-05,cancelado
28893,93041,533,2024-10-16,concluído
84997,60335,1658,2024-10-16,concluído
99771,70543,911,2024-02-10,cancelado
26889,36859,1032,2024-10-12,pendente
14796,69814,1645,2024-03-03,pendente
81537,11542,1168,2024-09-01,concluído
78885,70858,1343,2024-09-12,pendente
91228,16463,1123,2024-01-01,concluído
23637,4608,1232,2024-04-29,cancelado
53195,53344,1923,2024-08-02,pendente
52539,46822,159,2024-08-30,concluído
39182,73307,135,2024-07-08,pendente
98443,18153,433,2024-01-23,pendente
5607,19999,1585,2024-02-26,cancelado
6300,73811,1021,2024-06-17,pendente
51515,20337,117,2024-03-22,pendente
20708,48741,736,2024-09-26,pendente
15739,87343,1368,2024-08-11,pendente
24038,21111,1046,2024-08-01,cancelado
46861,9834,13,2024-02-17,cancelado
23887,95339,1617,2024-10-04,cancelado
7868,39132,102,2024-03-13,cancelado
30567,70166,1059,2024-01-18,concluído
22702,50833,1026,2024-04-07,pendente
56885,2428,591,2024-01-28,cancelado
28198,54201,1624,2024-05-29,cancelado
18928,66248,1797,2024-06-04,pendente
17411,69102,1509,2024-04-08,pendente
46418,63614,839,2024-08-15,cancelado
38915,27570,1524,2024-04-29,cancelado
72364,46079,1287,2024-10-08,concluído
18635,89635,707,2024-01-17,concluído
91117,29025,1837,2024-06-30,concluído
8085,35932,1716,2024-02-27,pendente
66073,79056,1373,2024-04-02,cancelado
22034,72017,338,2024-04-07,pendente
17939,30040,330,2024-05-23,concluído
9324,51267,1896,2024-08-12,cancelado
5979,11704,351,2024-02-04,pendente
24270,27810,17,2024-07-25,pendente
94892,43018,551,2024-08-14,concluído
20869,26856,1675,2024-08-16,cancelado
9257,28151,1170,2024-10-03,concluído
60124,87909,669,2024-08-17,cancelado
64234,1154,1913,2024-01-23,pendente
77931,18153,431,2024-10-17,pendente
73456,10093,247,2024-01-25,cancelado
66293,76903,1381,2024-09-11,cancelado
87686,2369,563,2024-03-15,cancelado
53199,92309,376,2024-08-13,pendente
38781,87956,786,2024-01-01,cancelado
47157,61925,1382,2024-06-15,concluído
53922,45733,1763,2024-01-01,pendente
88751,21143,1650,2024-05-06,cancelado
73601,60265,891,2024-01-04,concluído
97174,10967,1874,2024-05-21,pendente
8153,8631,1443,2024-07-03,cancelado
45772,40555,471,2024-02-10,cancelado
17203,94888,691,2024-02-29,concluído
56672,48789,174,2024-03-02,pendente
74294,60434,1224,2024-04-21,cancelado
82368,93646,381,2024-06-30,cancelado
45512,78857,1456,2024-04-10,cancelado
84246,36406,23,2024-06-05,concluído
98587,17929,1320,2024-07-08,concluído
98653,69965,462,2024-01-18,pendente
95662,53814,1364,2024-03-04,cancelado
73443,40555,470,2024-04-30,concluído
66336,4257,681,2024-04-09,cancelado
98023,45898,637,2024-07-21,concluído
91414,66943,1019,2024-08-28,pendente
99322,15619,1453,2024-09-01,cancelado
73795,65480,1139,2024-02-20,pendente
76568,88393,1486,2024-07-06,cancelado
19666,93525,21,2024-06-23,pendente
53619,80045,652,2024-01-02,concluído
13340,74528,1482,2024-10-12,cancelado
13803,81894,271,2024-03-04,cancelado
60416,80086,1545,2024-07-12,concluído
40149,77304,1023,2024-06-13,cancelado
16152,73403,1484,2024-09-18,pendente
28381,97736,1131,2024-01-11,pendente
98870,2255,1194,2024-05-07,concluído
33293,14838,851,2024-05-13,concluído
9718,52467,172,2024-08-12,pendente
70794,57182,1035,2024-08-10,pendente
96370,16315,1067,2024-02-16,pendente
69954,4513,1289,2024-07-25,pendente
75338,93766,1344,2024-08-31,pendente
51253,23905,1566,2024-02-23,pendente
75816,95934,1803,2024-07-17,cancelado
73253,34384,1733,2024-09-24,pendente
36827,90185,100,2024-08-14,concluído
82707,77882,374,2024-05-23,pendente
15407,64407,388,2024-05-30,pendente
40777,56106,1814,2024-06-11,pendente
29406,79514,372,2024-09-27,cancelado
32017,45611,1283,2024-08-03,cancelado
81978,16263,1792,2024-06-08,pendente
65077,11162,582,2024-06-27,cancelado
67567,43001,761,2024-06-14,pendente
90413,60610,354,2024-07-23,cancelado
95563,76433,1939,2024-07-08,cancelado
60757,85843,406,2024-06-07,concluído
14842,93871,1531,2024-01-17,cancelado
21483,13948,1128,2024-06-01,pendente
85839,44978,69,2024-10-06,cancelado
93640,81524,1366,2024-02-13,concluído
20021,11358,1633,2024-09-17,pendente
5428,76777,209,2024-02-02,concluído
46141,76903,1381,2024-04-05,pendente
78570,38624,335,2024-01-12,concluído
41668,47573,1713,2024-07-30,concluído
66994,22421,1028,2024-09-18,cancelado
83176,37087,1795,2024-02-05,concluído
99725,16404,568,2024-07-10,cancelado
76248,78321,307,2024-01-22,concluído
84399,89755,472,2024-06-29,concluído
61436,71605,106,2024-08-23,pendente
43253,90900,1553,2024-06-17,cancelado
16946,48758,785,2024-08-08,pendente
55558,43875,1533,2024-06-28,cancelado
67948,82954,250,2024-10-05,concluído
91791,80045,651,2024-10-02,cancelado
45888,11400,646,2024-04-05,pendente
4317,18385,295,2024-03-10,concluído
91995,19167,1537,2024-07-08,pendente
34850,70195,553,2024-07-01,cancelado
22759,4435,862,2024-01-28,cancelado
78993,90519,965,2024-03-10,pendente
78291,85675,230,2024-05-12,concluído
68635,98302,1811,2024-07-11,pendente
75663,53795,1892,2024-08-17,concluído
27837,62977,1662,2024-03-12,cancelado
3340,60593,752,2024-03-05,concluído
57268,56681,118,2024-05-21,pendente
57614,51406,1077,2024-09-02,concluído
83446,12739,1561,2024-03-31,concluído
3887,11400,648,2024-10-01,pendente
92837,70858,1341,2024-02-19,pendente
48348,51360,1058,2024-05-03,concluído
85491,59562,1593,2024-03-28,pendente
32564,28354,203,2024-05-13,cancelado
98752,33037,352,2024-03-05,pendente
59603,51075,537,2024-03-26,concluído
99033,24365,699,2024-01-22,cancelado
21502,13009,896,2024-03-15,cancelado
2407,51986,535,2024-06-03,cancelado
16549,91683,944,2024-09-26,cancelado
72606,26343,1183,2024-01-25,pendente
43609,36003,547,2024-07-16,concluído
95951,35867,1959,2024-04-03,pendente
11878,69243,835,2024-07-16,concluído
64943,75294,1579,2024-08-26,cancelado
48359,91385,56,2024-03-01,cancelado
39121,8930,437,2024-08-25,concluído
41679,74907,1893,2024-01-20,cancelado
3962,28180,38,2024-09-11,pendente
73113,34577,1736,2024-01-08,pendente
81031,40555,471,2024-03-06,concluído
17825,34291,958,2024-02-09,cancelado
95624,15810,560,2024-06-28,pendente
85212,34020,256,2024-02-26,concluído
44509,1098,1779,2024-05-08,pendente
14389,8280,452,2024-02-25,concluído
61993,59766,1385,2024-04-15,concluído
58689,98634,391,2024-07-30,pendente
54486,46902,1802,2024-07-30,pendente
64166,45668,1463,2024-04-28,concluído
93751,19964,1522,2024-07-27,concluído
55938,48183,252,2024-01-13,cancelado
57448,81934,977,2024-03-25,pendente
25672,27654,1634,2024-10-10,cancelado
27685,14350,1870,2024-05-09,pendente
80370,46093,559,2024-07-01,pendente
16690,14070,128,2024-10-15,cancelado
87627,74435,1751,2024-05-20,concluído
5941,34070,1966,2024-04-04,pendente
92934,45829,1424,2024-10-13,pendente
72714,51664,1135,2024-07-08,cancelado
81612,78321,309,2024-02-23,pendente
97943,54755,6,2024-10-03,cancelado
83438,47307,676,2024-01-08,pendente
40497,76777,209,2024-06-01,cancelado
204,55640,1089,2024-07-04,concluído
98487,11358,1632,2024-08-27,cancelado
34554,6452,1788,2024-06-30,concluído
82567,30511,1676,2024-02-05,concluído
96458,60265,892,2024-07-15,cancelado
75012,81681,996,2024-01-18,cancelado
94420,46902,1802,2024-06-17,pendente
9498,60219,730,2024-06-17,concluído
63979,22318,1389,2024-09-01,pendente
50417,91032,115,2024-05-19,concluído
29066,67827,900,2024-09-27,pendente
92675,36406,23,2024-08-18,pendente
79117,51406,1077,2024-06-30,cancelado
12586,52467,172,2024-06-03,concluído
17280,20019,1033,2024-01-21,concluído
81925,97363,1693,2024-08-01,cancelado
67150,78321,307,2024-01-01,cancelado
31373,85923,146,2024-09-08,pendente
97265,50103,258,2024-01-18,cancelado
9360,83598,421,2024-07-23,pendente
51918,22937,1721,2024-04-23,pendente
54951,81894,270,2024-05-30,concluído
42886,88631,236,2024-01-29,pendente
29995,70166,1059,2024-09-24,cancelado
70774,87676,1093,2024-09-12,cancelado
97876,64285,554,2024-04-18,concluído
97608,87343,1368,2024-06-06,pendente
73342,20337,117,2024-09-03,cancelado
69585,31639,360,2024-09-21,cancelado
68830,31154,1181,2024-04-15,pendente
34751,58834,1591,2024-05-02,cancelado
24797,34715,1813,2024-03-26,cancelado
65903,99695,818,2024-08-16,pendente
87631,36406,23,2024-02-21,cancelado
83491,22345,337,2024-08-18,cancelado
40967,63067,661,2024-01-21,concluído
62049,82954,249,2024-07-27,pendente
75112,58113,1928,2024-10-03,pendente
12210,12739,1561,2024-06-12,concluído
69087,23622,1254,2024-07-04,concluído
50680,62907,1362,2024-06-19,cancelado
3197,62977,1662,2024-02-04,concluído
42679,28054,1867,2024-02-05,concluído
40015,11704,351,2024-01-21,pendente
14597,35495,318,2024-08-20,cancelado
52409,69909,1623,2024-08-07,pendente
25275,53329,1876,2024-07-24,pendente
51370,66746,1718,2024-08-05,pendente
59461,26818,416,2024-01-13,pendente
69706,8631,1441,2024-03-19,cancelado
96580,76279,1115,2024-09-22,pendente
53382,34289,476,2024-10-11,concluído
78969,64081,58,2024-02-17,pendente
74148,11542,1169,2024-07-16,cancelado
63854,22755,523,2024-06-11,concluído
45796,39811,1688,2024-03-21,concluído
82003,97849,1279,2024-05-16,pendente
86981,57805,498,2024-08-30,cancelado
49499,48185,645,2024-04-17,concluído
87057,1079,1180,2024-07-25,concluído
47380,74590,770,2024-06-20,pendente
34822,94888,690,2024-05-22,pendente
3486,76564,595,2024-06-06,cancelado
99565,80086,1546,2024-02-09,concluído
78288,12455,1844,2024-05-19,cancelado
61012,19699,784,2024-01-16,cancelado
8133,34635,727,2024-01-20,concluído
48850,5143,575,2024-01-03,cancelado
33676,59040,1759,2024-03-03,pendente
12381,54755,4,2024-06-19,pendente
43533,8571,108,2024-07-01,pendente
55181,85923,146,2024-10-14,pendente
24546,33163,267,2024-05-23,cancelado
78784,11017,1236,2024-08-11,pendente
42484,296,516,2024-10-16,cancelado
38880,76921,1473,2024-03-17,pendente
60235,48401,913,2024-03-20,cancelado
38384,73425,880,2024-02-22,concluído
99519,67069,612,2024-07-05,concluído
39449,8698,1117,2024-04-07,pendente
3249,2488,1140,2024-07-02,concluído
66381,21984,1696,2024-01-19,pendente
4525,43018,551,2024-01-03,concluído
22868,73089,825,2024-02-04,pendente
1490,69243,833,2024-09-28,concluído
42300,92020,180,2024-05-18,cancelado
28191,31154,1181,2024-07-19,concluído
55377,74590,770,2024-05-16,cancelado
23092,9442,649,2024-09-21,concluído
87025,98302,1812,2024-10-13,concluído
34369,29025,1837,2024-02-25,pendente
1246,59045,451,2024-03-07,concluído
14287,89933,800,2024-03-03,pendente
85680,8631,1442,2024-09-25,concluído
53912,79339,1230,2024-07-04,concluído
74652,17726,348,2024-04-13,pendente
9752,64901,1542,2024-08-17,concluído
99263,60434,1224,2024-06-02,cancelado
64859,57187,447,2024-05-28,concluído
88488,10967,1873,2024-04-15,pendente
10998,14350,1870,2024-05-21,pendente
59368,74640,1394,2024-04-04,pendente
8450,21691,844,2024-06-22,concluído
39538,71057,1070,2024-01-12,concluído
39703,45668,1463,2024-08-04,pendente
64807,81681,995,2024-05-09,concluído
9115,73301,186,2024-07-31,cancelado
12350,56675,1606,2024-01-07,cancelado
48046,77304,1023,2024-10-11,concluído
52898,60834,541,2024-07-26,cancelado
53,90094,1851,2024-08-29,concluído
32379,2428,592,2024-05-24,cancelado
51395,61113,804,2024-02-04,cancelado
87810,221,935,2024-08-31,pendente
90041,81873,403,2024-05-07,cancelado
15933,45521,1000,2024-07-26,concluído
96652,5165,439,2024-10-09,concluído
34788,71560,1126,2024-02-02,pendente
1362,67268,65,2024-07-09,concluído
5357,40167,601,2024-04-02,concluído
82121,89933,800,2024-03-03,concluído
60260,4608,1232,2024-07-30,pendente
55006,14300,697,2024-02-07,concluído
5085,548,313,2024-03-04,cancelado
44834,83848,154,2024-05-30,concluído
52178,20163,1457,2024-05-26,cancelado
7302,73301,187,2024-06-13,cancelado
69007,38534,1447,2024-07-09,concluído
60924,74434,884,2024-09-21,concluído
67301,72140,235,2024-07-23,pendente
13301,76433,1939,2024-04-22,concluído
72996,9873,25,2024-04-19,cancelado
62298,35796,57,2024-04-05,cancelado
72921,40297,1686,2024-08-17,pendente
92718,44221,161,2024-06-07,pendente
53414,51664,1135,2024-10-11,pendente
78441,8698,1117,2024-10-17,cancelado
23046,80840,757,2024-03-21,cancelado
70428,3660,312,2024-07-27,pendente
81529,32135,394,2024-10-13,pendente
32824,23525,1167,2024-08-16,pendente
1705,51009,73,2024-04-06,pendente
15080,80927,1663,2024-07-31,concluído
92140,65091,902,2024-09-22,pendente
61698,65480,1139,2024-06-20,pendente
62903,78857,1456,2024-02-24,cancelado
3189,47366,843,2024-08-29,cancelado
37072,67828,929,2024-05-24,concluído
40443,48185,645,2024-09-28,pendente
95990,80840,757,2024-04-10,concluído
8946,96963,424,2024-04-05,pendente
36573,97363,1693,2024-09-06,cancelado
59546,34289,477,2024-09-15,pendente
69107,82316,519,2024-01-13,concluído
74637,58310,1841,2024-05-07,pendente
9698,17726,348,2024-08-08,pendente
57560,66746,1718,2024-06-07,concluído
91509,34291,958,2024-09-03,cancelado
73803,61139,279,2024-01-11,cancelado
28287,37833,1219,2024-08-02,pendente
29325,27391,1311,2024-06-28,concluído
21856,59562,1593,2024-09-29,concluído
18990,37704,1869,2024-09-04,cancelado
9792,33799,1333,2024-10-09,concluído
63995,22056,1446,2024-09-02,concluído
67753,20019,1033,2024-08-02,concluído
27598,47684,1421,2024-07-16,pendente
48616,82431,545,2024-06-06,pendente
92014,14679,1960,2024-04-07,concluído
68267,74590,770,2024-04-01,concluído
22894,19167,1537,2024-01-11,pendente
6348,6904,1830,2024-06-19,cancelado
36705,46555,227,2024-09-15,concluído
44868,63052,866,2024-03-22,cancelado
35639,71195,430,2024-07-09,concluído
2005,86189,409,2024-08-06,cancelado
71365,10140,1211,2024-01-12,pendente
15942,50045,985,2024-04-18,concluído
71397,39473,1517,2024-07-06,concluído
51693,4435,861,2024-08-28,cancelado
61557,44869,1414,2024-08-24,pendente
66387,250,954,2024-03-28,cancelado
9093,8698,1117,2024-07-20,pendente
44717,16263,1792,2024-05-20,pendente
76599,64802,1273,2024-09-08,cancelado
18612,66248,1797,2024-02-04,cancelado
17101,26074,990,2024-09-22,cancelado
31796,33163,267,2024-09-26,concluído
56545,95339,1617,2024-07-21,pendente
79723,47129,1619,2024-03-16,concluído
59878,18573,1648,2024-08-17,pendente
15258,58834,1590,2024-01-23,concluído
70804,61925,1382,2024-06-06,pendente
45849,82299,293,2024-04-01,pendente
8891,30040,329,2024-01-26,cancelado
94126,85372,1496,2024-03-03,cancelado
87760,95146,286,2024-01-11,cancelado
8209,27654,1635,2024-05-01,cancelado
62996,61048,1519,2024-06-17,pendente
78866,26856,1674,2024-01-18,cancelado
48003,10140,1212,2024-10-10,cancelado
48167,40182,1119,2024-03-04,concluído
