id,nome,descricao,categoria_id,preco,marca,estoque,data_cadastro
85288,Recusandae,Blanditiis sapiente tempore magnam at qui nobis.,4,375.14,Marca D,317,2024-09-22
78241,Voluptates,Quis ipsum quas error blanditiis expedita maxime aliquid.,1,505.83,Marca B,713,2020-03-21
55197,Atque,Laudantium accusantium nihil aperiam quo.,4,450.21,Marca A,808,2024-03-15
31337,Facilis,Repudiandae saepe voluptatibus est ut molestias aut.,4,289.52,Marca A,825,2021-03-26
18402,Tempora,Veritatis tempore perferendis optio nostrum nemo.,1,171.43,Marca B,854,2021-12-03
24055,Odio,Voluptatem sint cumque incidunt nemo itaque.,3,81.15,Marca C,66,2022-04-30
27434,Autem,Veritatis ad commodi reprehenderit.,5,548.75,Marca D,268,2022-08-08
61762,Fugiat,Laudantium cum voluptatum quam quasi eos iste.,2,239.2,Marca D,664,2021-03-08
68183,Delectus,Ad iste ratione nulla accusamus est reiciendis.,2,579.31,Marca B,787,2020-01-07
27194,Explicabo,Tempore magni facilis in rerum.,3,66.59,Marca C,530,2020-04-30
19800,Alias,Ex recusandae excepturi.,3,235.18,Marca C,770,2022-08-16
23193,Nesciunt,Nulla atque temporibus animi excepturi ipsa consectetur.,1,147.72,Marca B,446,2021-03-21
41117,Quas,Recusandae modi vero quam delectus porro.,2,581.23,Marca A,293,2024-08-12
76570,Nihil,Id temporibus fugiat quia.,6,684.48,Marca D,725,2022-11-12
97177,Voluptas,Vel placeat sunt mollitia amet sequi culpa.,3,477.48,Marca A,392,2024-07-06
58116,Dolorem,Omnis ad velit quas nobis nobis.,6,286.26,Marca B,372,2020-02-11
70709,Maxime,Fugit ducimus error velit ipsa.,7,659.51,Marca B,580,2020-12-10
28584,Iure,Laboriosam voluptatum non vitae possimus impedit.,3,476.48,Marca C,748,2024-02-22
68325,Est,Quasi error temporibus voluptatem.,2,736.88,Marca B,456,2021-10-07
14706,Dolores,Molestiae temporibus a ducimus at eligendi eveniet.,7,357.22,Marca C,181,2020-04-09
7569,Similique,Voluptates natus libero autem.,6,957.55,Marca D,852,2023-08-20
68346,Voluptate,Vel aliquid temporibus laboriosam necessitatibus occaecati.,5,545.23,Marca B,62,2024-04-19
31082,Asperiores,Labore sequi quisquam sunt quibusdam magnam dolorem.,2,128.67,Marca D,239,2021-11-28
86347,Quis,Voluptates vel perspiciatis sint cupiditate aspernatur.,7,502.98,Marca B,87,2022-04-22
10465,Dolores,Quo minima deserunt.,3,322.38,Marca A,484,2024-08-11
88318,Sed,Eius quasi maiores itaque amet eum.,7,70.04,Marca B,404,2023-01-30
76801,Quibusdam,Cupiditate eligendi natus quis.,6,18.08,Marca C,778,2022-08-03
923,Quasi,Fugiat laudantium reiciendis voluptates sint maxime.,2,407.11,Marca D,568,2022-04-14
78406,Nisi,Pariatur delectus velit eos vel.,4,936.84,Marca A,348,2020-07-28
37536,Doloribus,Explicabo beatae distinctio fugit vitae nisi nesciunt.,7,591.7,Marca A,331,2022-02-12
88222,Nulla,Impedit animi neque hic.,6,780.87,Marca D,253,2021-02-05
30899,Sapiente,Delectus dolores quibusdam unde magnam asperiores optio.,1,414.35,Marca B,850,2022-08-04
25982,Iste,Amet fugit fugiat aliquid adipisci quis fugiat cumque.,6,991.26,Marca C,21,2021-09-05
79037,Omnis,Hic neque voluptatum consequuntur mollitia ipsum adipisci.,2,608.37,Marca C,505,2021-09-09
63304,Repudiandae,Asperiores natus facere soluta numquam consequuntur.,3,736.14,Marca A,882,2022-12-22
73523,Cupiditate,Nemo ex possimus dignissimos.,7,353.57,Marca B,387,2024-03-01
75074,Sit,Necessitatibus ullam occaecati natus reiciendis expedita.,4,568.91,Marca B,383,2021-10-07
83057,Occaecati,Corrupti natus placeat ipsam vel laudantium eveniet.,4,932.46,Marca B,259,2021-09-20
48924,Est,Veniam culpa natus beatae doloremque voluptate ullam.,3,595.65,Marca B,41,2020-06-05
34247,Eligendi,Quo magnam sapiente quae.,1,206.69,Marca C,270,2021-09-27
73767,Architecto,Sapiente amet repellendus cupiditate.,3,373.16,Marca A,71,2024-04-25
94155,Praesentium,Aliquam quaerat ad est libero fugit autem.,7,697.17,Marca B,152,2023-12-08
39493,Iste,Architecto fugiat expedita ratione suscipit inventore distinctio architecto.,2,171.68,Marca B,721,2020-01-06
76566,Deserunt,Molestiae consectetur tempore minima.,1,522.32,Marca B,928,2020-06-14
17175,Itaque,Necessitatibus assumenda tenetur cum atque.,5,127.79,Marca C,134,2024-10-13
92437,Modi,Magni magnam tempora dignissimos dicta quibusdam quo.,7,800.49,Marca A,394,2020-05-30
89095,Itaque,Eaque quo fugiat enim nisi corrupti doloribus.,4,738.87,Marca B,739,2023-09-22
53752,Voluptatibus,Distinctio labore ab dolores totam.,5,357.86,Marca D,196,2022-08-02
47790,Odio,Cupiditate omnis ipsam unde repudiandae pariatur.,5,180.89,Marca A,546,2021-10-18
86092,Quibusdam,Consequuntur ex omnis.,2,303.14,Marca C,597,2023-01-08
47563,Quaerat,Cum deleniti nisi at tempora.,2,852.95,Marca D,94,2024-05-23
22840,Dignissimos,Cumque deleniti pariatur.,1,558.61,Marca B,325,2021-02-23
36535,Quos,Iusto quis magni neque libero nesciunt.,7,18.44,Marca D,9,2020-03-14
92709,Molestiae,Possimus delectus error cupiditate.,7,333.15,Marca A,849,2021-09-28
73202,Pariatur,Natus sit quas eaque ab quia et at.,6,102.69,Marca D,427,2023-04-28
56541,Alias,Optio voluptatem assumenda nesciunt eius.,2,332.5,Marca C,754,2020-06-08
30670,At,Culpa soluta dolore totam architecto veritatis.,3,25.13,Marca B,933,2023-08-09
10855,Minima,Vero provident dignissimos doloribus esse quibusdam.,3,543.47,Marca D,958,2020-08-09
43394,Tenetur,Ex distinctio cumque cum.,2,538.08,Marca C,805,2023-03-28
17976,Mollitia,Quia quibusdam alias aliquam impedit dignissimos.,7,347.47,Marca B,462,2024-07-21
34558,Beatae,Aut soluta unde doloremque soluta.,3,813.41,Marca B,310,2023-06-09
63822,Dicta,Qui quod eligendi sequi.,3,51.13,Marca B,818,2021-12-24
25764,Similique,Aliquid quia accusantium nostrum delectus.,1,412.82,Marca B,439,2024-09-14
63918,Occaecati,Dolore maiores at blanditiis at consequuntur minus.,1,486.52,Marca A,243,2020-11-27
20174,Perferendis,Cupiditate voluptate ad sed eaque quis vero aliquid.,2,364.35,Marca A,150,2020-09-22
87718,Architecto,Delectus fugit mollitia enim recusandae maxime natus.,7,11.01,Marca D,653,2022-02-04
43982,Labore,Architecto atque nulla esse quibusdam necessitatibus veniam.,6,376.04,Marca D,514,2022-11-09
97397,Reprehenderit,Consectetur accusamus iste dolores accusantium.,6,846.39,Marca C,226,2024-05-17
71399,Placeat,Provident iure voluptatum a sapiente dicta.,1,716.72,Marca A,601,2024-06-08
6791,Nemo,Molestiae molestiae autem unde quasi tempore.,4,462.66,Marca C,233,2024-06-27
10387,Nisi,Officiis eos fugiat soluta animi incidunt.,4,577.51,Marca A,128,2020-08-14
86122,Voluptates,Ad eaque enim.,3,306.3,Marca D,352,2024-06-17
63865,Assumenda,Tempore reiciendis reprehenderit impedit facere illum.,6,247.29,Marca B,390,2024-03-24
38074,Totam,Doloribus error ipsum suscipit autem itaque.,1,316.09,Marca A,118,2023-08-17
70370,Alias,Voluptatem reiciendis ad cumque laborum quod cupiditate.,5,101.51,Marca B,471,2020-04-17
25738,Ullam,Temporibus maiores accusamus esse labore ad.,6,908.65,Marca B,97,2021-04-10
49660,Mollitia,Odit ad assumenda mollitia suscipit.,3,699.66,Marca D,978,2022-12-16
60473,Id,Illo ipsam distinctio aliquam.,7,790.74,Marca B,2,2020-03-04
87446,Nobis,Magni adipisci et quod consequatur eveniet.,5,144.86,Marca D,212,2022-06-12
11279,Ullam,Nesciunt fuga error magni eveniet laudantium ullam.,5,112.63,Marca A,976,2023-07-30
86827,Temporibus,Deleniti delectus excepturi nesciunt cupiditate assumenda libero.,2,219.55,Marca B,566,2020-11-21
48654,Voluptas,Tempora doloremque delectus blanditiis voluptatem.,3,747.14,Marca D,36,2021-02-14
2387,Doloremque,Veniam eos culpa pariatur dolorum tempora.,5,218.44,Marca B,926,2023-04-12
10646,Nulla,Delectus totam recusandae tempora a et.,4,516.45,Marca D,778,2021-06-17
94227,Mollitia,Illo explicabo quis suscipit.,6,228.3,Marca D,127,2024-09-22
51696,Voluptatum,Non in ipsa beatae natus possimus deserunt.,4,597.43,Marca C,663,2020-12-21
19598,Ipsa,Repellat expedita enim ipsam nesciunt quis necessitatibus nemo.,4,804.42,Marca C,886,2020-10-22
43610,Officia,Quos deserunt tempora quidem necessitatibus voluptatibus.,1,387.17,Marca B,214,2020-06-17
40659,Modi,Voluptas aliquam expedita nulla odio.,7,580.0,Marca B,218,2021-08-04
27711,Cupiditate,Quod quasi cum natus sunt.,3,311.19,Marca B,939,2020-02-15
81102,Excepturi,Saepe eligendi libero ipsum perferendis.,3,285.3,Marca A,667,2020-09-14
76434,Labore,Voluptas atque sequi eos.,7,705.9,Marca B,645,2023-10-19
15556,Aliquid,Laboriosam distinctio aliquam nulla iusto labore.,1,148.38,Marca C,709,2020-03-20
7537,Nostrum,Aliquam cumque id sed incidunt laboriosam.,3,290.43,Marca B,328,2021-04-02
46903,Nisi,Quas optio ipsam sit consequuntur a.,2,423.07,Marca A,225,2022-11-26
9463,Neque,Iure optio architecto exercitationem commodi suscipit.,5,737.23,Marca A,322,2024-08-14
97258,Cum,Officiis deleniti ab ratione ipsum quia.,6,815.87,Marca D,917,2021-06-07
27026,Commodi,Perspiciatis cumque id non perspiciatis unde.,5,903.98,Marca A,427,2021-08-21
97585,Repudiandae,Debitis tempore excepturi deleniti officiis fuga.,7,895.85,Marca B,741,2020-07-27
56197,Provident,Voluptates porro explicabo inventore non.,5,859.47,Marca B,212,2022-04-13
36661,Ab,Nam nisi exercitationem nesciunt vitae cum.,2,329.51,Marca A,919,2022-11-25
50909,Provident,Animi repudiandae esse a fuga commodi quam.,3,850.29,Marca D,600,2022-03-29
4130,Occaecati,Odio voluptatum nulla sed facilis.,6,547.23,Marca A,250,2023-09-29
27776,Nulla,Illum exercitationem consequuntur suscipit sapiente natus ad mollitia.,2,66.73,Marca B,78,2023-01-09
73289,Minus,A est impedit assumenda.,1,688.66,Marca A,792,2024-09-11
73442,Illum,Hic doloremque sed.,7,417.12,Marca D,321,2024-01-07
80684,Quaerat,Adipisci alias quisquam perspiciatis ipsam tenetur natus.,2,254.74,Marca A,595,2024-06-04
23093,Eaque,Quisquam modi nulla.,4,359.33,Marca C,472,2022-01-13
22002,Autem,Dolore quis ullam provident iusto tempore earum.,5,287.76,Marca D,707,2023-10-19
29620,Sequi,Eum culpa nostrum esse similique minus voluptatem suscipit.,2,152.02,Marca A,526,2021-08-31
53348,Commodi,Culpa dignissimos praesentium rerum.,7,417.82,Marca A,364,2023-10-27
24859,Expedita,Quos illo eveniet accusantium excepturi commodi.,5,359.61,Marca B,569,2020-06-09
64881,Ipsa,Tempora totam quis.,7,231.06,Marca B,876,2023-05-16
71260,Modi,Non sint id aperiam harum minus.,3,964.16,Marca D,966,2021-08-01
47071,Amet,Optio eveniet vero laboriosam sed neque provident.,6,101.38,Marca B,423,2022-01-07
98926,Repellat,Perferendis necessitatibus facilis aperiam ipsam eaque.,6,692.7,Marca B,87,2020-09-04
61277,Nam,Cumque quaerat tenetur ipsa.,6,580.35,Marca B,935,2024-09-22
28552,Quae,Corporis voluptates dolorum debitis reiciendis distinctio rerum labore.,6,353.45,Marca A,690,2022-03-24
81280,Facere,Accusantium odit quis suscipit.,2,852.86,Marca C,627,2023-12-29
36765,Perspiciatis,Est incidunt facere quam veritatis illo.,3,504.57,Marca A,19,2021-10-08
14870,Nemo,Vero harum aliquid a beatae dicta porro similique.,1,488.33,Marca C,48,2021-07-06
30539,Error,Praesentium earum accusantium quibusdam ex dignissimos harum.,6,811.95,Marca A,338,2021-11-21
10248,Odio,Deserunt officia facere.,5,317.45,Marca A,144,2024-02-01
87305,Veritatis,Non maiores labore sunt et.,3,43.43,Marca D,647,2024-03-02
20368,Debitis,Soluta ipsa deleniti minima cum similique.,1,758.95,Marca C,434,2021-02-24
39855,Aliquam,Magni autem porro placeat repellendus.,6,754.31,Marca A,611,2024-07-19
38857,Dolores,Ratione eos assumenda exercitationem incidunt necessitatibus porro.,5,134.47,Marca D,558,2020-02-07
92016,Beatae,Fugiat libero enim fugiat quibusdam quaerat.,1,120.57,Marca D,777,2020-03-05
72605,Ad,Placeat repellendus esse harum rerum.,1,708.93,Marca A,698,2021-11-03
66489,Accusantium,Fugit eos illo id perspiciatis quibusdam omnis.,4,670.84,Marca A,737,2022-12-14
39187,Voluptate,Excepturi magnam quidem.,5,727.93,Marca C,698,2020-04-12
89597,Ullam,Minus cupiditate consequatur alias.,3,18.34,Marca B,178,2020-12-11
63272,Quas,Ad placeat veritatis aliquid totam exercitationem.,3,244.02,Marca C,88,2024-09-01
32334,Tempore,Perferendis tempora laborum commodi necessitatibus voluptatibus atque.,3,229.31,Marca B,653,2023-08-05
57204,Quis,Sunt veritatis facere accusamus.,5,132.68,Marca C,804,2022-05-22
70889,Fugiat,Doloremque doloremque quis magnam placeat.,5,389.31,Marca B,94,2021-11-08
35971,Impedit,Nam alias laboriosam autem dicta quaerat provident.,5,176.01,Marca A,420,2024-09-27
58458,Quis,Magni quae ullam aut voluptate.,1,659.65,Marca D,653,2020-05-26
9951,Dolorem,Veritatis suscipit iste eius vero repellendus.,6,310.82,Marca D,316,2021-03-30
15856,Consectetur,Ut rerum deleniti.,6,118.14,Marca A,151,2020-10-13
32368,Culpa,Repellendus dolorum sequi excepturi ratione.,1,696.3,Marca B,828,2023-07-28
39151,Illum,Eos at eligendi voluptatem earum laborum.,5,653.18,Marca A,487,2022-07-01
5279,Quia,Distinctio error officiis rerum rem.,6,992.85,Marca C,719,2024-03-25
55974,Praesentium,Quis odio ipsum cupiditate reiciendis voluptas.,6,111.19,Marca B,339,2024-03-18
4052,Sed,Velit id explicabo accusantium voluptatem quos sint.,4,802.48,Marca C,70,2020-08-01
9303,Neque,Libero minus sint laborum nisi.,3,672.86,Marca A,934,2021-03-09
50611,Quos,Ab iste sequi recusandae.,5,95.8,Marca C,120,2022-05-02
53827,Corporis,Beatae repellat fuga iusto.,3,253.77,Marca D,406,2022-12-19
57658,Earum,Pariatur nemo eaque architecto ipsam quasi nam.,2,930.65,Marca A,577,2021-05-07
67227,Quis,Totam iusto maiores ab.,3,56.04,Marca A,112,2021-10-15
47541,Quaerat,Sit deserunt molestiae soluta.,6,440.64,Marca D,139,2020-08-04
64828,Saepe,Reiciendis quos voluptatibus expedita eveniet minima.,1,29.34,Marca C,737,2023-07-10
80404,Magnam,Nemo vitae modi soluta nesciunt.,2,287.75,Marca D,556,2024-10-02
63944,Cum,Repellat error vel pariatur.,6,648.75,Marca D,752,2023-07-22
17681,Quibusdam,Eligendi consectetur veritatis omnis occaecati iure rerum.,5,77.44,Marca D,112,2022-01-10
59485,Fuga,Qui a explicabo laudantium facilis veniam quibusdam natus.,3,378.75,Marca A,570,2023-01-27
886,Officiis,Error sapiente aperiam.,4,134.83,Marca C,919,2021-09-28
5282,Consequuntur,Sunt deserunt nisi mollitia neque esse.,4,991.59,Marca C,781,2023-02-16
85451,Ex,Vero quibusdam iusto repellat sapiente magni.,7,541.78,Marca A,674,2021-08-05
65039,Repudiandae,Porro suscipit deserunt autem consequatur enim incidunt.,1,666.43,Marca B,148,2023-01-01
24186,Dolorum,Labore consectetur accusantium similique rerum voluptas.,6,569.77,Marca B,288,2022-11-09
13613,Quam,Neque alias corporis commodi delectus tempora.,4,77.15,Marca B,982,2022-11-01
16810,Natus,Ea maxime accusamus porro tempore repellat.,2,893.19,Marca A,302,2023-05-02
16648,Neque,Nam rerum nisi veniam eaque deserunt.,4,513.65,Marca B,393,2021-01-13
69846,Quisquam,Perferendis odit temporibus nesciunt exercitationem voluptatum expedita.,2,994.17,Marca D,116,2021-09-24
67257,Eos,Repellendus blanditiis pariatur tempore.,1,947.26,Marca D,879,2023-05-02
26169,Dolorem,Animi ex ratione nam architecto quia.,3,909.44,Marca B,701,2023-10-24
78360,Nam,Adipisci ipsum error voluptatem natus hic eos.,4,990.89,Marca B,357,2021-06-25
87920,Facere,Ipsam voluptates adipisci et exercitationem labore.,5,744.62,Marca A,143,2023-08-14
55638,Eum,Corrupti omnis voluptate suscipit libero nesciunt praesentium fugiat.,3,884.31,Marca C,123,2022-08-29
19507,Nihil,Sunt id tempore facere ullam.,1,376.64,Marca D,346,2024-02-01
84052,Accusamus,Pariatur similique eligendi natus maxime minima odit.,4,464.3,Marca C,785,2022-08-08
39496,Natus,Neque rerum dolorem porro vitae fugit itaque.,6,741.36,Marca A,592,2020-12-29
46126,Fuga,Minus soluta ut ad iste omnis magni.,5,85.71,Marca B,997,2022-08-04
85693,In,Repudiandae sint veritatis saepe ab ipsam.,3,520.9,Marca C,24,2021-06-03
93062,Ducimus,Sapiente saepe quod deserunt.,5,14.81,Marca B,335,2023-09-23
83307,Ad,Quaerat corrupti voluptatibus aperiam dolores facilis commodi laborum.,4,285.5,Marca D,460,2022-08-17
35553,Expedita,Adipisci fugit earum quas beatae nam.,7,547.98,Marca A,198,2022-08-13
63602,Quibusdam,Sapiente assumenda deleniti maxime eveniet distinctio atque.,6,38.39,Marca A,88,2021-09-30
25003,Qui,Voluptas in voluptatum dolorum aspernatur voluptatum.,2,611.87,Marca A,256,2024-02-01
88397,Deleniti,Vitae officia ab.,7,319.17,Marca D,517,2021-10-03
16635,Aut,Explicabo mollitia magni facilis nisi non.,2,737.93,Marca A,252,2022-10-14
16533,Ad,Omnis magni corrupti excepturi.,2,521.17,Marca B,194,2022-05-23
9991,Aliquid,Temporibus officia sunt blanditiis voluptatibus.,3,705.6,Marca B,32,2022-04-22
93468,Aliquid,Nostrum reiciendis omnis nihil soluta repellat quos.,2,860.81,Marca A,925,2022-06-06
89031,Culpa,Beatae iste repellendus repellendus consequatur.,4,328.11,Marca D,328,2024-01-17
60976,Placeat,Pariatur harum corrupti.,1,52.35,Marca B,909,2020-06-28
38191,Ea,Modi ipsum perspiciatis animi.,6,514.95,Marca C,722,2020-05-04
46654,Incidunt,Doloremque fuga molestias ut.,3,803.46,Marca D,253,2022-06-26
47173,Tempora,Culpa dolore numquam architecto odio suscipit nemo quae.,2,478.12,Marca A,217,2023-03-20
72312,Impedit,Soluta corrupti sunt magnam amet reiciendis harum numquam.,7,716.61,Marca B,838,2020-10-21
86375,Magni,Vel adipisci recusandae.,7,632.95,Marca B,686,2023-01-23
92403,Voluptas,Deleniti molestias voluptate explicabo natus autem.,5,591.57,Marca A,893,2022-11-07
79647,Amet,Placeat amet quas tempora sequi iusto.,6,280.81,Marca D,914,2023-12-15
58326,Neque,Sunt voluptas maxime mollitia placeat.,2,303.83,Marca C,359,2020-05-18
10932,Temporibus,Sunt ducimus exercitationem magnam molestiae.,2,283.24,Marca B,680,2024-01-20
94900,Nam,Cum totam fuga aperiam excepturi.,2,258.65,Marca B,267,2024-10-13
18249,Ipsa,Reiciendis sed magni magni velit blanditiis.,1,389.53,Marca B,422,2021-01-03
26949,Odit,Laborum provident omnis odit.,2,955.8,Marca C,664,2024-08-22
15346,Recusandae,Molestiae maiores velit sint nesciunt fugiat.,2,484.34,Marca C,688,2023-06-16
35417,Voluptatem,Corrupti officia repellat iste nihil quis eligendi.,5,930.35,Marca B,876,2020-04-25
48091,Ducimus,Numquam facilis iusto esse mollitia illum.,7,814.21,Marca B,493,2021-02-16
79374,Odio,Sed consequuntur libero odio necessitatibus veniam.,2,650.64,Marca D,310,2022-04-15
8622,Illo,Numquam consequuntur occaecati inventore excepturi voluptatum.,6,211.17,Marca D,793,2020-06-10
31509,Dolorum,Quod error eos officia occaecati cumque sequi quasi.,2,467.17,Marca A,562,2023-02-12
7616,Natus,Magni ipsa alias porro tenetur adipisci consectetur hic.,1,268.62,Marca B,812,2024-03-19
76470,Quas,Non voluptate eum consequuntur tempora.,2,494.03,Marca A,666,2020-10-31
1703,Nemo,Magnam rem sapiente ipsam.,1,469.2,Marca A,412,2020-11-29
75569,Quisquam,Ullam odit unde fugit illum voluptas sint.,1,827.48,Marca D,428,2024-04-08
8186,Aspernatur,Magni nesciunt praesentium praesentium commodi mollitia ducimus.,1,536.32,Marca D,735,2022-06-02
8015,Eaque,Quae facere corporis quod sequi.,3,939.58,Marca D,470,2021-08-07
65938,Maxime,Asperiores adipisci maiores voluptatum.,2,573.5,Marca C,475,2022-06-04
78264,Odit,Voluptas voluptate at velit reiciendis magni qui.,5,100.57,Marca B,163,2020-07-15
63619,Repellendus,Dolorem ad corporis ex fugit fuga aut.,3,384.48,Marca B,516,2020-02-22
78548,Commodi,Eaque dicta sit deleniti distinctio ea.,4,304.16,Marca D,272,2022-02-27
60134,Eum,Tempora labore impedit ex perspiciatis.,4,711.35,Marca A,453,2022-01-29
83215,Non,Facilis tempora ipsam nulla labore molestias minima.,6,34.14,Marca C,195,2023-05-31
19653,Reiciendis,Ad tempore tempore ea.,2,790.65,Marca C,536,2020-10-29
44756,Ad,Aspernatur nisi quo in nulla natus.,1,693.81,Marca B,117,2023-02-21
63922,Velit,Magnam suscipit alias provident voluptate consectetur iusto.,3,105.97,Marca C,561,2024-08-20
96136,Laudantium,Molestiae dicta nisi sunt recusandae velit.,4,68.32,Marca A,984,2022-03-20
38614,Vel,Iusto sequi ab delectus.,6,241.1,Marca C,202,2020-11-05
41843,Eveniet,Impedit laudantium iure ea vitae praesentium officiis.,6,21.36,Marca A,779,2021-06-15
57091,Minus,Non distinctio soluta officiis alias autem laboriosam.,2,220.06,Marca C,449,2023-01-03
98522,At,Deleniti laborum impedit dicta provident earum esse.,5,911.77,Marca A,882,2022-10-25
49848,Alias,Numquam voluptas eius ullam.,5,201.27,Marca D,500,2021-11-06
90274,Ab,Voluptas aspernatur magnam quis necessitatibus.,6,89.2,Marca C,889,2021-04-12
41524,Veritatis,Eum vel quos illum.,3,288.96,Marca D,860,2023-06-02
73238,Dolore,Quae placeat veritatis dolorum dolorem.,7,159.35,Marca C,411,2023-06-15
76738,Alias,Asperiores deserunt repellendus magni nobis.,7,909.51,Marca A,576,2021-08-26
47824,Laudantium,Suscipit magni non iure.,1,84.53,Marca B,756,2024-06-16
88006,Temporibus,Eius nesciunt doloribus libero voluptatem adipisci.,6,729.44,Marca D,202,2022-05-18
42705,Officiis,Laborum nam eveniet ab.,5,581.53,Marca D,177,2023-11-24
98239,Pariatur,Veritatis doloremque sint quod vitae voluptates sint.,3,859.16,Marca A,390,2024-04-13
97194,Rerum,Eum voluptatibus minima ullam quaerat eos magni.,6,718.62,Marca D,792,2024-06-14
84365,Qui,Dolorem amet itaque velit.,7,72.96,Marca D,839,2023-04-27
22300,Assumenda,Distinctio est ea nostrum.,1,49.28,Marca A,705,2021-10-24
90763,Delectus,Nihil quas sint ipsum quia distinctio.,1,534.03,Marca D,482,2022-05-11
39731,Iste,Quaerat tempora quasi culpa fugit expedita.,2,543.32,Marca B,345,2022-05-10
53842,Molestiae,Ipsum commodi culpa esse ratione pariatur.,4,425.03,Marca B,742,2020-05-19
15756,Tenetur,Inventore expedita expedita quos quis explicabo iste.,3,74.45,Marca D,788,2022-04-11
48986,Laborum,Quo assumenda alias odio.,7,138.79,Marca B,691,2023-04-30
82422,Doloribus,Magnam voluptatem deleniti eligendi in.,2,648.23,Marca A,72,2024-04-30
96952,Nulla,Exercitationem voluptatem aliquam ex sapiente sunt accusamus voluptates.,4,903.77,Marca D,19,2020-07-21
9383,Consectetur,Doloremque ipsum molestias.,1,482.77,Marca C,467,2020-08-25
18665,Aut,Veniam eum vel odio optio.,1,607.21,Marca A,405,2023-11-15
14705,Consectetur,Ipsum dolorum et quidem totam libero perferendis ut.,4,542.54,Marca A,427,2024-01-16
44677,Incidunt,Ut magnam dolores aut odio.,4,827.19,Marca C,682,2022-06-04
